Id,Heading,Politik,Utbildning,Religion,Miljo,Ekonomi,LivsstilFritt,SamhalleKonflikter,Halsa,Idrott,VetenskapTeknik
2103,"Andelen barn och ungdomar som placeras i särskola har ökat de senaste åren. Och ökningen måste följas noga, framhåller experter",0,1,0,0,0,0,0,0,0,0
2104,Biden försvarar resa till Saudiarabien,1,0,0,0,0,0,0,0,0,0
2105,"Snart drar rapportsäsongen igång – och det under en stegrande inflation och en utbredd oro för lågkonjunktur. Molly Guggenheimer, aktiestrateg på Danske Bank, spår ett värsta-scenario där börsen kan rasa ytterligare",0,0,0,0,1,0,0,0,0,0
2106,"70 är det nya 50. Med längre utbildning och hälsosammare livsstil verkar mänskligheten ha skjutit upp hjärnans nedgång. Men handlar det om decennier av stimulans, eller har det vi gör senare i livet betydelse",0,1,0,0,0,0,0,1,0,0
2107,"Opposition vill bilda ny regering i Sri Lanka Oppositionen i Sri Lanka hoppas kunna bilda en ny regering efter att landets president och premiärminister har gått med på att avgå, till följd av massiva protester där demonstranter stormade båda ledarnas hem",1,0,0,0,0,0,1,0,0,0
2108,Flera minkfarmer nedlagda – efter avelstoppet,0,0,0,0,1,0,0,0,0,0
2109,I Blekinge finns ungefär varannan kvar,0,0,0,0,0,0,1,0,0,0
2110,Omkring 30 personer tros befinna sig under rasmassorna,0,0,0,0,0,0,1,0,0,0
2111,Småbarn riskerar drunkna – när föräldrar mobilsurfar,0,0,0,0,0,0,1,0,0,1
2112,Svenska damerna spelade oavgjort mot Nederländerna,0,0,0,0,0,0,0,0,1,0
2113,Arvodena har ökat med nästan en miljard kronor på fem år,0,0,0,0,1,0,0,0,0,0
2114,Närmare 900 000 nya coronafall i Frankrike,0,0,0,0,0,0,0,1,0,0
2115,Omkring 880 000 covidfall har rapporterats i landet senaste veckan,0,0,0,0,0,0,0,1,0,0
2116,Domen gick inte in i häktets system. Lektorn: ”Det här får inte falla mellan stolarna,0,0,0,0,0,0,1,0,0,0
2117,Migranter flyttas från överfullt flyktingcenter,0,0,0,0,0,0,1,0,0,0
2118,Triathlon-tävlarna simmar i Munksjön i Jönköping i år igen Under söndagen tävlade drygt motionärer i triathlon-loppet Ironman i Jönköping. Efter förra årets triathlon kom flera rapporter från deltagarna om sjukdomssymtom och inför årets tävling har arrangören därför vidtagit flera åtgärder för att säkerställa deltagarnas hälsa.,0,0,0,0,0,0,0,1,1,0
2119,"Unga män rånade och misshandlade tre personer i Strängnäs – en häktad Förra veckan skedde tre brott i Strängnäs kommun med liknande tillvägagångsätt. Efter att ha stämt träff via en dejtingtjänst på Internet har sammanlagt tre personer utsatts för rån eller försök till rån. Nu sitter en ung man häktad, men flera är misstänkta",0,0,0,0,0,0,1,0,0,0
2120,"Kvinnors hälsa allt hetare – guldgruva för investerare Mens, klimakteriet, graviditet och andra tillstånd som endast drabbar kvinnor är på väg att bli en guldgruva för investerare. Och det finns fortfarande mycket att hämta i den så kallade femtech-branschen. \n– Kvinnor är 50 procent av världens population så det är ett stort underlag för att utveckla produkter, säger svenska techentreprenören Lydia Graflund",0,0,0,0,0,0,0,1,0,0
2121,Boom för digitala vårdtjänster för kvinnor Inom loppet av några dagar i maj startade två nya digitala vårdtjänster riktade enbart till kvinnor startats i Sverige. Och för första gången kan du besöka en digital gynmottagning,0,0,0,0,0,0,0,1,0,1
2122,"Många larm från sjön – kan nå upp till förra årets rekordantal i Dalarna Den varma starten på sommaren gjorde att många var ute på sjön, vilket i sin tur resulterade i en hel del larm till Sjöräddningssällskapet i Dalarna. Kommer det sol och värme igen kan antalet larm i länet nå upp till förra årets rekord när det gäller antal larm",0,0,0,0,0,1,1,0,0,0
2123,"Här städar Umeå kommun stränder – 2,5 ton skräp har hittats hittills Bildelar, bastuaggregat och picknick-rester. Umeå kommun samlar nu skräp och bråte från stränder runt om i kommunen",0,0,0,0,0,1,1,0,0,0
2124,"Tre begärs häktade efter dödsskjutningen på Länsmanstorget Två män som suttit anhållna efter att en man i 20-årsåldern sköts ihjäl under torsdagen på Hisingen i Göteborg har begärts häktade misstänkta för mord. Även en tredje man, som misstänks för medhjälp till mord, begärs häktad, uppger kammaråklagare Maria Thorell för SVT.",0,0,0,0,0,0,1,0,0,0
2125,"Svenska soldater beskjutna i Mali Svenska soldater från FN-insatsen Minusma besköts i Mali i veckan. Inga svenskar soldater ska ha dödats, meddelar Försvarsmakten",0,0,0,0,0,0,1,0,0,0
2126,19 döda i barskjutningar i Sydafrika Natten till söndagen ska två skjutningar ha ägt rum vid barer i Sydafrika. 15 personer har skjutits till döds på en bar i Johannesburg,0,0,0,0,0,0,1,0,0,0
2127,Person förd till sjukhus – körde in i ett träd En singelolycka inträffade på väg 243 söder om Degerfors på söndagsmorgonen. Enligt SOS Alarm ska personen ha kört in i ett träd,0,0,0,0,0,0,1,0,0,0
2128,Öresundsbron stängdes av på grund av tekniska problem Öresundsbron stängdes av under söndagmorgonen på grund av tekniska problem. Både biltrafik och tågtrafik påverkades,0,0,0,0,0,0,1,0,0,1
2129,Misstänkt mordförsök i Göteborg – flera personer knivskurna Sent på lördagskvällen ska flera personer ha blivit knivskurna i samband med ett bråk på Gibraltargatan i Göteborg. Enligt polisen verkar flera av de inblandade ha kopplingar till kriminella grupperingar i Biskopsgården,0,0,0,0,0,0,1,0,0,0
2130,Nya stålverket ökar kraftigt vattenbehovet i Boden,0,0,0,1,1,0,1,0,0,0
2131,Bodens kommun vill tiodubbla sitt vattenuttag ur Luleälven,0,0,0,1,0,0,0,0,0,0
2132,Prylarna som signalerar status,0,0,0,0,0,1,0,0,0,0
2133,Kreatören Camilla Thulin har valt ut nio saker som är viktiga,0,0,0,0,0,1,0,0,0,0
2134,Allt läggs ut på Instagram,0,0,0,0,0,1,0,0,0,0
2135,Kommer jag någonsin få ha sex med en tjej?,0,0,0,0,0,1,0,0,0,0
2136,Stockholmstestet – vad vet du om staden,0,0,0,0,0,1,0,0,0,0
2137,Alex Schulman: Vi blev vanvårdade – tänderna är det mest påtagliga,0,0,0,0,0,1,0,1,0,0
2138,DN:s läsare varnas för bluffmejl om bitcoin,0,0,0,0,0,0,1,0,0,1
2139,Kroatien stoppar serbiskt presidentbesök,0,0,0,0,0,0,1,0,0,0
2140,Påvens Kanadaresa botgöring för övergrepp,0,0,0,0,0,0,1,0,0,0
2141,Mjällby vände och vann – Nwankwo hjälte mot Degerfors,0,0,0,0,0,0,0,0,1,0
2142,Martin Gelin: Bidens besök i Saudiarabien äventyrar kampanjen för demokrati,1,0,0,0,0,0,0,0,0,0
2143,Vingegaard tog chansen – drygade ut ledningen i Tour de France,0,0,0,0,0,0,0,0,1,0
2144,Skärpta regler ger rekordfå it-haverier Antalet incidenter i bredband- och mobilnät störtdök Expert: ”Har tagit frågorna på allvar.,0,0,0,0,0,0,1,0,0,1
2145,MFF:s stjärnvärvning kan bli borta hela säsongen,0,0,0,0,0,0,0,0,1,0
2146,Journalistiken i poddarna måste få grundlagsskydd,1,0,0,0,0,1,0,0,0,0
2147,Martin Gelin: Bannon kan förlora nyckelroll i presidentvalet Donald Trumps tidigare chefsstrateg riskerar två års fängelse,1,0,0,0,0,0,1,0,0,0
2148,Polisen letade efter knark – hittade bomb,0,0,0,0,0,0,1,0,0,0
2149,Turkiet kallade upp svensk diplomat,1,0,0,0,0,0,0,0,0,0
2150,Glas tillbaka i EM-träning efter covidsmittan,0,0,0,0,0,0,0,1,1,0
2151,Lagarbete gav Leclerc pole position i Frankrike,0,0,0,0,0,0,0,0,1,0
2152,Sagström klättrade inför majoravslutningen,0,0,0,0,0,0,0,0,1,0
2153,Sänkte gamla laget i hemmadebuten för MFF,0,0,0,0,0,0,0,0,1,0
2154,En respektlös resa genom James Joyces sista stora broderi,0,0,0,0,0,1,0,0,0,0
2155,Spridning av apkoppor ett globalt nödläge WHO utlyser sin allvarligaste varning efter att fall bekräftats i ett 70-tal länder.,0,0,0,0,0,0,0,1,0,0
2156,Arvid Åhlund: Abortbeslutet kommer leda till en folkstorm – och gynna Republikanerna,1,0,0,0,0,0,0,1,0,0
2157,Google sparkar anställd som påstod att AI hade känslor,0,0,0,0,0,0,0,0,0,1
2158,Varning för torka i Portugal – vattenransonering införs,0,0,0,1,0,0,1,0,0,0
2159,”Mondos” bror Antoine Duplantis klar för Sverige – i baseboll,0,0,0,0,0,0,0,0,1,0
2160,Jörgen Huitfeldt: SVT:s arrogans skadar förtroendet för journalistiken Ansvariga chefer fortsätter att låtsas som det regnar – trots uppenbara fel i två dokumentärer.,0,0,0,0,0,1,1,0,0,0
2161,"Familjerelationer och regnbågsfärgade hjältehistorier i nytolkningar av antiken DN:s Jesper Högström läser ”Sången om Akilles”, ”En Odyssé” och ”Galatea”",0,0,0,0,0,1,0,0,0,0
2162,Ryggproblem kan stoppa svensken Mångkamparen Marcus Nilsson: ”Jag står lite mellan hopp och förtvivlan.”,0,0,0,0,0,0,0,0,1,0
2163,Perseus Karlström: ”Jag går in som storfavorit” Svensken full av självförtroende inför söndagens 35 kilometer gång.,0,0,0,0,0,0,0,0,1,0
2164,Youtubaren: Jag vet inte hur jag blev så populär Anthony Fantano recenserar musik för miljonpublik på sin kanal ”The needle drop”.',0,0,0,0,0,1,0,0,0,0
2165,Ukraina: Ryssar bakom attacken mot Odessa Robotangrepp dagen efter avtal om att öppna hamnen igen. Turkiet: Ryssland förnekar inblandning,0,0,0,0,0,0,1,0,0,0
2166,Hammarby värvar norsk landslagsman Veton Berisha har skrivit på för fyra och ett halvt år i klubben.,0,0,0,0,0,0,0,0,1,0
2167,Tågresenärer fast på tåg i nio timmar Orsakades av elfel i Bräcke kommun – beräknas vara löst tidigast på måndag,0,0,0,0,0,0,1,0,0,0
2168,Malard gör succé i splittrat Frankrike Från ö i Indiska oceanen till EM-kvartsfinal – Melvine Malard har gjort turneringens snabbaste mål.,0,0,0,0,0,0,0,0,1,0
2169,Naod Habtemichael: Klimatförnekare är dessvärre inte M:s största problem Partiets naiva inställning till klimatförändringar är ett betydligt större.,1,0,0,1,0,0,0,0,0,0
2170,Nederländerna vill ta emot flyktingar till sjöss Utreder att använda kryssningsfartyg vid ankar. Människorättsorganisationer: ”Absurt”,0,0,0,0,0,0,1,0,0,0
2171,Bombastiskt och imponerande arenarock av Iron Maiden Ullevikonserten inleds trevande men vänder i bandets bekvämlighetszon.,0,0,0,0,0,1,0,0,0,0
2172,Före detta hemlös visar upp Berlins baksida Klaus Seilwinder var hemlös i sju år – guidar turister genom stadens parallellsamhälle.,0,0,0,0,0,1,0,0,0,0
2173,Aktivister limmade fast sig i Botticellitavla Tavlan ”Primavera” satt bakom skyddsglas och ska inte ha skadats av aktionen.,0,0,0,0,0,1,1,0,0,0
2174,Skoförsäljaren lever på dansen i Malung Dansbandsveckan tillbaka i bygden – står för 35 procent av näringslivets inkomst.,0,0,0,0,0,1,0,0,0,0
2175,Niklas Wahllöf: Trots värmerekorden tiger politikerna om klimatet Samtidigt uppmanas vi shoppa oss ur katastrofen.,1,0,0,1,0,0,0,0,0,0
2176,Snoop Dogg stäms för sexuella övergrepp,0,0,0,0,0,1,0,0,0,0
2177,Dags för Sagnia att kvala in i VM Här är lördagens höjdpunkter från friidrotts-VM i Eugene.,0,0,0,0,0,0,0,0,1,0
2178,Polisen missar unga offer för sexköpsbrott Brå: Polis och socialtjänst måste jobba mer uppsökande.,0,0,0,0,0,0,1,0,0,0
2179,Hanna Fahl: Marie Agerhäll är briljant i detaljerna Hon kommer undan med ett Sommarprat byggt på ”Vad ska jag bli när jag blir stor?,0,0,0,0,0,1,0,0,0,0
2180,Såg humor som min chans till ett roligt jobb” Petrina Solange har utsetts till årets kvinnliga komiker.,0,0,0,0,0,1,0,0,0,0
2181,Anonym laddhybrid som trilskas vid körning på el,0,0,0,1,0,0,0,0,0,1
2182,Swedish House Mafia ställer in konserter,0,0,0,0,0,1,0,0,0,0
2183,Två uppdaterade vaccin möjliga innan årsskiftet Det första vaccinet ska skydda mot både ursprungsviruset och BA.,0,0,0,0,0,0,0,1,0,0
2184,Rapport från friidrotts-VM: Världsrekord och USA:s nionde guld,0,0,0,0,0,0,0,0,1,0
2185,"Amanda Sokolnicki: Varför ska någon svara på SR:s frågor, när Cilla Benkö vägrar? Det SR sysslat med den här veckan börjar närma sig en parodi.",0,0,0,0,0,1,1,0,0,0
2186,Kommer S hjälpa MP kvar i riksdagen? För att kunna säkra makten behöver Kristersson L – och Andersson är beroende av MP.,1,0,0,0,0,0,0,0,0,0
2187,Seger går kamp mot klockan inför EM-semin Lagkaptenen fick sitta på bänken mot Belgien,0,0,0,0,0,0,0,0,1,0
2188,Målet i semifinalen: Tysta hemmafansen,0,0,0,0,0,0,0,0,1,0
2189,McLaughlin krossade världsrekordet Friidrotts-VM i Eugene har fått sitt första världsrekord.,0,0,0,0,0,0,0,0,1,0
2190,Stavhoppskvalet barnlek för Duplantis Vidare till final • ”Hoppas världsrekordtåget ska rulla på,0,0,0,0,0,0,0,0,1,0
2191,Så undviker du att bli matförgiftad i sommar Kökshygienen viktigt när det blir varmt och fuktigt. En enkel minnesregel kan hjälpa dig.,0,0,0,0,0,0,0,1,0,0
2192,Emma Lukins: En sak står klart Sverige har blivit USA i EM,0,0,0,0,0,0,0,0,1,0
2193,3 000 år gammalt fynd splittrar forskare Inristningar påstås vara förbannelse – ifrågasätts av kritiker: ”Kan ha gjorts av misstag.”,0,0,0,0,0,0,0,0,0,1
2194,Även Johnny Depp överklagar förtalsdomen,0,0,0,0,0,1,0,0,0,0
2195,Bannon fälls för trots mot kongressen Trumps ex-rådgivare har vägrat delta i utredningen.,1,0,0,0,0,0,0,0,0,0
2196,Tecken på vändning för Ukraina Effektiva USA-vapen. Motattacker. Avstannad rysk offensiv.,0,0,0,0,0,0,1,0,0,0
2197,Sembrant avgjorde rysarkvartsfinal: ”Magiskt”,0,0,0,0,0,0,0,0,1,0
2198,Amat Levin: Dokumentärerna är det mest lärorika att se på svensk tv nu,0,0,0,0,0,1,0,0,0,0
2199,Ledare: Europa måste förbereda sig på Trumps politiska återkomst,1,0,0,0,0,0,0,0,0,0
2200,"Borgs superlag: Nadal, Federer och Djokovic",0,0,0,0,0,0,0,0,1,0
2201,BBC stoppar Diana-intervju från 1995,0,0,0,0,0,1,0,0,0,0
2202,Norrmannen kritisk till VM-publiken: ”De är helt döda”,0,0,0,0,0,0,0,0,1,0
2203,Hur ska jag orka med min schizofrena syster?” Hon får dåligt samvete för att hon inte klarar elakheterna. Psykiatern Christian Rück ger råd.,0,0,0,0,0,0,0,1,0,0
2204,Ukrainska soldater är drogade monster” Politiker och tv-profiler ger miljoner ryssar en helt annan bild av kriget.,0,0,0,0,0,0,1,0,0,0
2205,Kvinna från minoritet blir Indiens president,1,0,0,0,0,0,1,0,0,0
2206,It-säkerhetsexpert dömer ut SR:s säkerhetsarbete,0,0,0,0,0,0,1,0,0,1
2207,Fyra bad i Stockholm klassas som olämpliga,0,0,0,0,0,1,0,1,0,0
2208,Ryssland: ”Hela USA kan bli drogberoende,0,0,0,0,0,0,1,0,0,0
2209,Så kommer utskällda hockeyfrillan tillbaka,0,0,0,0,0,1,0,0,1,0
2210,Hanne Kjöller: Samma symtom har fått olika namn – nu talar vi om postcovid,0,0,0,0,0,0,0,1,0,0
2211,Rysk offensiv mot utländska medier,0,0,0,0,0,0,1,0,0,0
2212,Inga nya covidfall i EM-truppen oro bland stjärnorna: ”Blir ett stresspåslag,0,0,0,0,0,0,0,1,1,0
2213,Andrev Walden: Hon kom pulsande tillbaka mot stranden med en slapp liten kropp i händerna,0,0,0,0,0,0,1,0,0,0
2214,Prisökningar slår hårt mot Tysklands fattiga Ensamstående mamman: Värst är att så många basvaror blivit dyrare.,0,0,0,0,1,0,0,0,0,0
2215,"Dikotomi, onkogen och krabbis – vad betyder orden",0,1,0,0,0,1,0,0,0,0
2216,Därför klistrar aktivister sig på konst Försöker väcka konstvärldens politiska engagemang med superlim.,0,0,0,0,0,1,1,0,0,0
2217,Här är de vanligaste covidsymtomen just nu,0,0,0,0,0,0,0,1,0,0
2218,Andersson leder i statsministermatchen DN/Ipsos: S-ledaren drar ifrån Ulf Kristersson (M).,1,0,0,0,0,0,0,0,0,0
2219,Han har bott i samma studentkorridor i 36 år Vill inte lämna rummet – bostaden är orenoverad,0,1,0,0,0,0,1,0,0,0
2220,Så väckte Disney USA-högerns vrede Kritiserade den så kallade Don't say gay-lagen.,0,0,0,0,0,1,1,0,0,0
2221,Grafik: Rysslands invasion av Ukraina,0,0,0,0,0,0,1,0,0,0
2222,Live. Tre döda i rysk attack mot militärt flygfält,0,0,0,0,0,0,1,0,0,0
2223,Min man var otrogen – nu vill han försöka igen” Hon älskar fortfarande exmannen – ska hon ge honom en ny chans,0,0,0,0,0,0,1,0,0,0
2224,Misstänkte 18-åringen gråter i rätten: ”Han vill framföra ett förlåt” onsdagen inleddes rättegången efter dådet på Malmö Latinskola. En 18-årig elev har erkänt att han dödat två kvinnliga.,0,0,0,0,0,0,1,0,0,0
2225,SSU-ordförande blev moderat – ”handlar om värderingar”,1,0,0,0,0,0,0,0,0,0
2226,Därför gick Hooters Air i konkurs – efter tre år PLUS Lättklädda tjejer på 10 000 meters höjd visade sig vara en usel affärsidé.,0,0,0,0,1,0,0,0,0,0
2227,Turkiet kallade upp svensk diplomat turkiska utrikesdepartementet har kallat upp Sveriges charges d'affaires i Ankara för att markera mot vad man kallar,0,0,0,0,0,0,1,0,0,0
2228,Hjälpviljan är fortsatt stor för miljontals flyende undan Rysslands krig i Ukraina.,0,0,0,0,0,0,1,0,0,0
2229,Experten om apkoppor: ”Oroväckande” klassar utbrottet av apkoppor som ett globalt hälsonödläge. Virologiprofessorn Niklas Arnberg beskriver utvecklingen,0,0,0,0,0,0,0,1,0,0
2230,Tio döda efter bergras i Kina anställda vid ett gruvbolag i nordvästra Kina omkom på lördagen när en bergsida gav vika och kollapsade över,0,0,0,0,0,0,1,0,0,0
2231,Polisen letade efter knark – hittade bomb. Polisen gjorde husrannsakan hos en 53-årig Malmöbo på jakt efter narkotika.,0,0,0,0,0,0,1,0,0,0
2232,WHO utlyser globalt nödläge om apkoppor,0,0,0,0,0,0,0,1,0,0
2233,Världshälsoorganisationen WHO klassar smittspridningen av apkoppor som internationellt hälsonödläge,0,0,0,0,0,0,0,1,0,0
2234,Högt dödstal i politisk våld i Tripoli. Dödstalet stiger efter sammandrabbningar mellan beväpnade grupper i Libyens huvudstad Tripoli,1,0,0,0,0,0,1,0,0,0
2235,Valrossen Freya har hittats i Norge – ska lämnas ifred. Kändis-valrossen Freya har simmat runt i Europa de senaste månaderna,0,0,0,1,0,1,0,0,0,0
2236,Kvinna knuffade ner man med kryckor framför tåget. En 44-årig kvinna åtalas för mordförsök för att ha knuffat ner en äldre man på tågrälsen framför ett tunnelbanetåg,0,0,0,0,0,0,1,0,0,0
2237,Klassiska surströmmingen på djupt vatten – kan gå i graven,0,0,0,1,0,0,0,0,0,0
2238,Katastrofalt poolparty – man sögs ner i slukhål,0,0,0,0,0,0,1,0,0,0
2239,Kraftigt regn orsakade översvämningar i källare och spolade bort asfalt från vägen,0,0,0,0,0,0,1,0,0,0
2240,Värmebölja sveper in över Kina. Delar av Kina kommer få utstå riktigt höga temperaturer under de kommande tio dagarna,0,0,0,1,0,0,1,0,0,0
2241,Ryskt angrepp vid Odessa – dagen efter avtal,0,0,0,0,0,0,1,0,0,0
2242,Hamnen i Odessa har skadats av explosioner. Ukrainas militär uppger att två ryska raketer slagit ner i staden,0,0,0,0,0,0,1,0,0,0
2243,Rysslands attack mot Odessa kommer bara en dag efter att landet skrivit på ett avtal om att avbryta blockaden mot ukrainska hamnar.,0,0,0,0,0,0,1,0,0,0
2244,Ukrainska flyktingar som flytt kriget möter stränga abortlagar i Polen.,0,0,0,0,0,0,1,1,0,0
2245,"Twitter-kontot Celebrity Jet avslöjas hur de superrika fortsätter flyga många – ofta korta – privatjetresor mitt under brinnande klimatkris, rapporterar",0,0,0,1,1,0,0,0,0,0
2246,En översvämning i provinsen Fars i sydvästra Iran har kostat flera människor livet. Enligt en statlig tv-kanal rör det sig hittills om över 20 personer.,0,0,0,0,0,0,0,0,1,0
2247,Röster inom S vill hjälpa MP ur krisen,1,0,0,0,0,0,0,0,0,0
2248,Sverige är vidare i fotbolls-EM efter att Linda Sembrandt skickat in 1-0 på tilläggstid i kvartsfinalen mot Belgien. Nu väntar semifinal mot värdnationen England,0,0,0,0,0,0,0,0,1,0
2249,USA:s president Joe Biden säger sig vara på bättringsvägen efter tre dagars coronasjukdom. I en uppdatering över videolänk från sin isolering i Vita huset ger han tummen upp till pressen.,1,0,0,0,0,0,0,1,0,0
2250,Opinionsmätningarna visar att Miljöpartiet ligger illa till inför höstens riksdagsval. Nu höjs röster inom Socialdemokraterna för att hjälpa sin forna regeringspartner.,1,0,0,0,0,0,0,0,0,0
2251,Miljöpartiet ligger under riksdagsspärren i opinionsmätningarna,1,0,0,0,0,0,0,0,0,0
2252,"Nu höjs röster inom Socialdemokraterna för att hjälpa den forna regeringspartnern att stanna kvar i riksdagen, skriver DN",1,0,0,0,0,0,0,0,0,0
2253,"Det kommer inga attacker mot MP från S, säger statsvetaren Jonas Hinnfors till tidningen",1,0,0,0,0,0,0,0,0,0
2254,Under natten till lördagen blev en kvinna vid en bushållplats i Huddinge centrum antastad av en man,0,0,0,0,0,0,1,0,0,0
2255,Polisen lyckades med ett gripande efter att en trygghetsvärd följt efter mannen,0,0,0,0,0,0,1,0,0,0
2256,Detta efter att de kan ha fått i sig spetsad dryck i samband med en festival.,0,0,0,0,0,1,0,0,0,0
2257,"De påträffas av polis på det här området och är påverkade av någonting, de misstänker att de fått något i sig genom en drink, säger polisens presstalesperson Anna Göransson.",0,0,0,0,0,0,1,0,0,0
2258,"Tusentals semesterlediga brittiska familjer har fastnat i köer i hamnen i Dover, i väntan på att resa över Engelska kanalen till Frankrike. Fackföreningar, hamntjänstemän och franska myndigheter skyller köerna på brexit.",1,0,0,0,0,1,1,0,0,0
2259,"Sänkt reduktionsplikt dråpslag för bioenergin” Biodrivmedelsaktörer: Nu finns politiska förslag om reduktionsplikten som riskerar att reversera klimatpolitiken över ett decennium, öka inblandningen av fossilt och eliminera cirka 80 procent av marknaden för biodrivmedel",1,0,0,1,0,0,0,0,0,0
2260,Hjälpviljan är fortsatt stor för miljontals flyende undan Rysslands krig i Ukraina. Men hur länge ska hjälpare och hjälpta härda ut? Och vad händer sedan?,0,0,0,0,0,0,1,0,0,0
2261,Nyförvärvet kan bli borta hela säsongen Stjärnvärvningen Mahamé Siby bars ut på bår och fördes akut till sjukhus.,0,0,0,0,0,0,0,1,1,0
2262,Efteråt talade Malmö FRF:s fysioterapeut Pär Herbertsson om en höftskada och uteslöt spel i nästa veckas kvalmatch mot Zalgiris. Det kan handla om hela säsongen.,0,0,0,0,0,0,0,1,1,0
2263,Med hjälp av svenska Rättsmedicinalverket har FBI hittat en ny metod för att analysera dna i hår – något som ofta är mycket svårt.,0,0,0,0,0,0,1,0,0,1
2264,Utlåningen hos Pantbanken Sverige har skjutit i höjden det senaste halvåret,0,0,0,0,1,0,0,0,0,0
2265,"Inflationen har tagit alla på sängen, säger bankens vd Peter Sundström",0,0,0,0,1,0,0,0,0,0
2266,Tio döda efter bergras i Kina,0,0,0,0,0,0,1,0,0,0
2267,"Det mänskliga uppdraget av Sven Fagerberg har nästan 40 år på nacken, men temat är tidlöst: en plädering för mångfald och kreativitet i alla dess former.",0,0,0,0,0,1,0,0,0,0
2268,Ferraris Charles Leclerc får starta längst fram i söndagens GP i Formel 1. Ferrari använde sig av teamkörning för att få honom dit.,0,0,0,0,0,0,0,0,1,0
2269,"I måndags dödades Uppsalabon Edvard Selander Patrignani av rysk artillerield. Tobias Engqvist hann precis undan, och blev den som kontaktade Edvards familj. ”Han var en väldigt bra kamrat”.",0,0,0,0,0,0,1,0,0,0
2270,"Hanna Glas tillbaka i träning ', 'Sänkte gamla laget i hemmadebuten för MFF",0,0,0,0,0,0,0,0,1,0
2271,"Vi måste agera tillsammans och vi måste agera nu för klimatet, säger WHO:s chef för krisberedskap Michael Ryan",0,0,0,1,0,0,0,0,0,0
2272,"Armand Duplantis. Han har en mental superkraft som är fantastisk, säger hon inför VM-finalen natten till måndag",0,0,0,0,0,0,0,0,1,0
2273,Avtal kan dämpa inflation – men det tar tid Det avtal som både Ryssland och Ukraina har ingått i – som ska tillåta transport av spannmål och gödningsmedel genom Svarta havet – kan om det följs leda till att den rusande inflationen dämpas.,0,0,0,0,1,0,1,0,0,0
2274,Sydkorea öppnar för Nordkoreanska medier. Förhoppningen är att Nordkorea ska ta steg i motsvarande riktning.,0,0,0,0,0,0,1,0,0,0
2275,Här är solcellernas farliga baksida för brandmän. Brandingenjören efterlyser tydligare regler för säkerhet,0,0,0,1,0,0,1,0,0,0
2276,"16-åring fortsatt anhållen misstänkt för grov våldtäkt på äldre kvinna Tonårspojken, som misstänks för grov våldtäkt mot en äldre kvinna i Dals-Ed, är fortsatt frihetsberövad",0,0,0,0,0,0,1,0,0,0
2277,Lugnt under Paludans framträdanden i Dalarna Rasmus Paludan från det högerextrema partiet Stram kurs gjorde under lördagen sina första framträdanden i Dalarnas län,1,0,0,0,0,0,0,0,0,0
2278,"Valmötena, som hölls på Jussi Björlings torg i Borlänge och i Ölandsparken i Falun, har gått lugnt till.",1,0,0,0,0,0,0,0,0,0
2279,Folkfest när folkracefestivalen fyllde fyrtio Under några dagar har det hållits Folkracefestival på Dunteberget i Motala och allt avslutas med en fest på lördagskvällen,0,0,0,0,0,1,0,0,0,0
2280,Full fart på mountainbike-SM i Järfälla Cyklister i olika åldrar från hela landet möts för svenska mästerskapen i mountainbike under helgen,0,0,0,0,0,0,0,0,1,0
2281,Omfattande skador på väg 241 efter regnet De stora mängder regn som föll under fredagen har satt spår på flera vägar i länet,0,0,0,0,0,0,1,0,0,0
2282,Arbetskraftsbrist i norra Sverige: ”Räcker inte med hög lön för att locka.,0,0,0,0,1,0,0,0,0,0
2283,Hanna Glas tillbaka efter covidsmitta: ”Har varit berg-och-dalbana,0,0,0,0,0,0,0,1,1,0
2284,Insatser för nödställda migranter i Medelhavet,0,0,0,0,0,0,1,0,0,0
2285,Hundratals evakueras i Japan efter vulkanutbrott,0,0,0,0,0,0,1,0,0,0
2286,"Läkare: Biden mår ""mycket, mycket bättre”",1,0,0,0,0,0,0,0,0,0
2287,Facket: Rena hot och fysiskt våld på Arlanda Utmattad markpersonal efter sommaren. Nu riktar facket kritik mot Swedavia för dålig planering,0,0,0,0,1,0,1,0,0,0
2288,Tre döda i skjutning på filippinskt universitet,0,1,0,0,0,0,1,0,0,0
2289,"Slaget om marken i Stockholm hårdnar Krocketskåp, kajakautomater och postboxar – allt fler privata aktörer vill etablera sig",0,0,0,0,1,1,0,0,0,0
2290,Ryssland bekräftar hamnattack mot Odessa,0,0,0,0,0,0,1,0,0,0
2291,Cykelhajp ger svensk mountainbike hopp om nya världsstjärnor,0,0,0,0,0,0,0,0,1,0
2292,Flera nya Marvelfilmer presenterade,0,0,0,0,0,1,0,0,0,0
2293,Saga Cavallin väljer fem böcker om mode,0,0,0,0,0,1,0,0,0,0
2294,Gitarristen Steve Morse lämnar Deep Purple,0,0,0,0,0,1,0,0,0,0
2295,Två palestinier dödade på Västbanken Männen dödades i israelisk räd enligt Palestinas hälsodepartement,0,0,0,0,0,0,1,0,0,0
2296,Carl Johan von Seth: Stefan Ingves gläntar på dörren till kraschernas värld Ingen svensk ekonom har haft ett så hisnande yrkesliv,0,0,0,0,1,0,0,0,0,0
2297,England får extra vila inför semifinalen EM-schemat ger fördel till värdnationen,0,0,0,0,0,0,0,0,1,0
